Product,MP,Drop It,Miles,Pronto,HH
JELLY_GRAPE,https://www.marketplace.bm/shop/grocery/spreads_jams/smuckers_jelly_grape_32_oz/p/1564405684704454555,https://www.dropit.bm/shop/pantry/spreads_jams/smuckers_jelly_grape_32_oz/p/1564405684704454555,https://shop.miles.bm/shop/pantry/spreads_jams/smuckers_jelly_grape_32_oz/p/1564405684704454555,https://pronto.bm/product/jelly-smuckers-grape-32-oz,https://www.harringtonhundreds.bm/shop/grocery/spreads_jams/smuckers_jelly_grape_32_oz/p/1564405684704454555
TUNA_CANNED,https://www.marketplace.bm/shop/grocery/canned_goods/starkist_tuna_water_5_oz/p/1564405684704454560,https://www.dropit.bm/shop/pantry/canned_goods/starkist_tuna_water_5_oz/p/1564405684704454560,https://shop.miles.bm/shop/pantry/canned_goods/starkist_tuna_water_5_oz/p/1564405684704454560,https://pronto.bm/product/tuna-starkist-water-5-oz,https://www.harringtonhundreds.bm/shop/grocery/canned_goods/starkist_tuna_water_5_oz/p/1564405684704454560
SOUP_CHICKEN_NOODLE,https://www.marketplace.bm/shop/grocery/soups_sauces/campbells_soup_chicken_noodle_10_oz/p/1564405684704454565,https://www.dropit.bm/shop/pantry/soups_sauces/campbells_soup_chicken_noodle_10_oz/p/1564405684704454565,https://shop.miles.bm/shop/pantry/soups_sauces/campbells_soup_chicken_noodle_10_oz/p/1564405684704454565,https://pronto.bm/product/soup-campbells-chicken-noodle-10-oz,https://www.harringtonhundreds.bm/shop/grocery/soups_sauces/campbells_soup_chicken_noodle_10_oz/p/1564405684704454565
CRACKERS_SALTINES,https://www.marketplace.bm/shop/grocery/snacks/premium_saltine_crackers_16_oz/p/1564405684704454570,https://www.dropit.bm/shop/pantry/snacks/premium_saltine_crackers_16_oz/p/1564405684704454570,https://shop.miles.bm/shop/pantry/snacks/premium_saltine_crackers_16_oz/p/1564405684704454570,https://pronto.bm/product/crackers-premium-saltine-16-oz,https://www.harringtonhundreds.bm/shop/grocery/snacks/premium_saltine_crackers_16_oz/p/1564405684704454570
CHIPS_POTATO,https://www.marketplace.bm/shop/grocery/snacks/lays_potato_chips_original_10_oz/p/1564405684704454575,https://www.dropit.bm/shop/pantry/snacks/lays_potato_chips_original_10_oz/p/1564405684704454575,https://shop.miles.bm/shop/pantry/snacks/lays_potato_chips_original_10_oz/p/1564405684704454575,https://pronto.bm/product/chips-lays-potato-original-10-oz,https://www.harringtonhundreds.bm/shop/grocery/snacks/lays_potato_chips_original_10_oz/p/1564405684704454575
COOKIES_CHOCOLATE_CHIP,https://www.marketplace.bm/shop/grocery/cookies_baking/chips_ahoy_cookies_chocolate_chip_13_oz/p/1564405684704454580,https://www.dropit.bm/shop/pantry/cookies_baking/chips_ahoy_cookies_chocolate_chip_13_oz/p/1564405684704454580,https://shop.miles.bm/shop/pantry/cookies_baking/chips_ahoy_cookies_chocolate_chip_13_oz/p/1564405684704454580,https://pronto.bm/product/cookies-chips-ahoy-chocolate-chip-13-oz,https://www.harringtonhundreds.bm/shop/grocery/cookies_baking/chips_ahoy_cookies_chocolate_chip_13_oz/p/1564405684704454580
ICE_CREAM_VANILLA,https://www.marketplace.bm/shop/frozen/ice_cream/breyers_ice_cream_vanilla_48_oz/p/1564405684704454585,https://www.dropit.bm/shop/frozen/ice_cream/breyers_ice_cream_vanilla_48_oz/p/1564405684704454585,https://shop.miles.bm/shop/frozen/ice_cream/breyers_ice_cream_vanilla_48_oz/p/1564405684704454585,https://pronto.bm/product/ice-cream-breyers-vanilla-48-oz,https://www.harringtonhundreds.bm/shop/frozen/ice_cream/breyers_ice_cream_vanilla_48_oz/p/1564405684704454585
PIZZA_FROZEN,https://www.marketplace.bm/shop/frozen/pizza/digiorno_pizza_supreme_32_oz/p/1564405684704454590,https://www.dropit.bm/shop/frozen/pizza/digiorno_pizza_supreme_32_oz/p/1564405684704454590,https://shop.miles.bm/shop/frozen/pizza/digiorno_pizza_supreme_32_oz/p/1564405684704454590,https://pronto.bm/product/pizza-digiorno-supreme-32-oz,https://www.harringtonhundreds.bm/shop/frozen/pizza/digiorno_pizza_supreme_32_oz/p/1564405684704454590
BACON,https://www.marketplace.bm/shop/meat/pork/oscar_mayer_bacon_1_lb/p/1564405684704454595,https://www.dropit.bm/shop/meat_poultry/pork/oscar_mayer_bacon_1_lb/p/1564405684704454595,https://shop.miles.bm/shop/meat_poultry/pork/oscar_mayer_bacon_1_lb/p/1564405684704454595,https://pronto.bm/product/bacon-oscar-mayer-1-lb,https://www.harringtonhundreds.bm/shop/meat/pork/oscar_mayer_bacon_1_lb/p/1564405684704454595
HAM_SLICED,https://www.marketplace.bm/shop/deli/lunch_meat/boars_head_ham_sliced_1_lb/p/1564405684704454600,https://www.dropit.bm/shop/deli/lunch_meat/boars_head_ham_sliced_1_lb/p/1564405684704454600,https://shop.miles.bm/shop/deli/lunch_meat/boars_head_ham_sliced_1_lb/p/1564405684704454600,https://pronto.bm/product/ham-boars-head-sliced-1-lb,https://www.harringtonhundreds.bm/shop/deli/lunch_meat/boars_head_ham_sliced_1_lb/p/1564405684704454600
TURKEY_SLICED,https://www.marketplace.bm/shop/deli/lunch_meat/boars_head_turkey_sliced_1_lb/p/1564405684704454605,https://www.dropit.bm/shop/deli/lunch_meat/boars_head_turkey_sliced_1_lb/p/1564405684704454605,https://shop.miles.bm/shop/deli/lunch_meat/boars_head_turkey_sliced_1_lb/p/1564405684704454605,https://pronto.bm/product/turkey-boars-head-sliced-1-lb,https://www.harringtonhundreds.bm/shop/deli/lunch_meat/boars_head_turkey_sliced_1_lb/p/1564405684704454605
SALMON_FILLET,https://www.marketplace.bm/shop/seafood/fish/salmon_fillet_atlantic_per_lb/p/1564405684704454610,https://www.dropit.bm/shop/seafood/fish/salmon_fillet_atlantic_per_lb/p/1564405684704454610,https://shop.miles.bm/shop/seafood/fish/salmon_fillet_atlantic_per_lb/p/1564405684704454610,https://pronto.bm/product/salmon-fillet-atlantic-per-lb,https://www.harringtonhundreds.bm/shop/seafood/fish/salmon_fillet_atlantic_per_lb/p/1564405684704454610
SHRIMP_FROZEN,https://www.marketplace.bm/shop/frozen/seafood/shrimp_frozen_medium_2_lb/p/1564405684704454615,https://www.dropit.bm/shop/frozen/seafood/shrimp_frozen_medium_2_lb/p/1564405684704454615,https://shop.miles.bm/shop/frozen/seafood/shrimp_frozen_medium_2_lb/p/1564405684704454615,https://pronto.bm/product/shrimp-frozen-medium-2-lb,https://www.harringtonhundreds.bm/shop/frozen/seafood/shrimp_frozen_medium_2_lb/p/1564405684704454615
PORK_CHOPS,https://www.marketplace.bm/shop/meat/pork/pork_chops_bone_in_per_lb/p/1564405684704454620,https://www.dropit.bm/shop/meat_poultry/pork/pork_chops_bone_in_per_lb/p/1564405684704454620,https://shop.miles.bm/shop/meat_poultry/pork/pork_chops_bone_in_per_lb/p/1564405684704454620,https://pronto.bm/product/pork-chops-bone-in-per-lb,https://www.harringtonhundreds.bm/shop/meat/pork/pork_chops_bone_in_per_lb/p/1564405684704454620
BEEF_STEAK_SIRLOIN,https://www.marketplace.bm/shop/meat/beef/beef_steak_sirloin_per_lb/p/1564405684704454625,https://www.dropit.bm/shop/meat_poultry/beef/beef_steak_sirloin_per_lb/p/1564405684704454625,https://shop.miles.bm/shop/meat_poultry/beef/beef_steak_sirloin_per_lb/p/1564405684704454625,https://pronto.bm/product/beef-steak-sirloin-per-lb,https://www.harringtonhundreds.bm/shop/meat/beef/beef_steak_sirloin_per_lb/p/1564405684704454625
CHICKEN_WHOLE,https://www.marketplace.bm/shop/meat/chicken/chicken_whole_per_lb/p/1564405684704454630,https://www.dropit.bm/shop/meat_poultry/chicken/chicken_whole_per_lb/p/1564405684704454630,https://shop.miles.bm/shop/meat_poultry/chicken/chicken_whole_per_lb/p/1564405684704454630,https://pronto.bm/product/chicken-whole-per-lb,https://www.harringtonhundreds.bm/shop/meat/chicken/chicken_whole_per_lb/p/1564405684704454630
SPINACH_FRESH,https://www.marketplace.bm/shop/produce/leafy_greens/spinach_fresh_5_oz/p/1564405684704454635,https://www.dropit.bm/shop/produce/fresh_vegetables/leafy_greens/spinach_fresh_5_oz/p/1564405684704454635,https://shop.miles.bm/shop/produce/fresh_vegetables/leafy_greens/spinach_fresh_5_oz/p/1564405684704454635,https://pronto.bm/product/spinach-fresh-5-oz,https://www.harringtonhundreds.bm/shop/produce/leafy_greens/spinach_fresh_5_oz/p/1564405684704454635
ASPARAGUS,https://www.marketplace.bm/shop/produce/vegetables/asparagus_bunch/p/1564405684704454640,https://www.dropit.bm/shop/produce/fresh_vegetables/asparagus_bunch/p/1564405684704454640,https://shop.miles.bm/shop/produce/fresh_vegetables/asparagus_bunch/p/1564405684704454640,https://pronto.bm/product/asparagus-bunch,https://www.harringtonhundreds.bm/shop/produce/vegetables/asparagus_bunch/p/1564405684704454640
MUSHROOMS_WHITE,https://www.marketplace.bm/shop/produce/mushrooms/mushrooms_white_8_oz/p/1564405684704454645,https://www.dropit.bm/shop/produce/fresh_vegetables/mushrooms/mushrooms_white_8_oz/p/1564405684704454645,https://shop.miles.bm/shop/produce/fresh_vegetables/mushrooms/mushrooms_white_8_oz/p/1564405684704454645,https://pronto.bm/product/mushrooms-white-8-oz,https://www.harringtonhundreds.bm/shop/produce/mushrooms/mushrooms_white_8_oz/p/1564405684704454645
ZUCCHINI,https://www.marketplace.bm/shop/produce/squash/zucchini_each/p/1564405684704454650,https://www.dropit.bm/shop/produce/fresh_vegetables/squash/zucchini_each/p/1564405684704454650,https://shop.miles.bm/shop/produce/fresh_vegetables/squash/zucchini_each/p/1564405684704454650,https://pronto.bm/product/zucchini-each,https://www.harringtonhundreds.bm/shop/produce/squash/zucchini_each/p/1564405684704454650
LIME,https://www.marketplace.bm/shop/produce/citrus/lime_each/p/1564405684704454655,https://www.dropit.bm/shop/produce/fresh_fruit/citrus/lime_each/p/1564405684704454655,https://shop.miles.bm/shop/produce/fresh_fruit/citrus/lime_each/p/1564405684704454655,https://pronto.bm/product/lime-each,https://www.harringtonhundreds.bm/shop/produce/citrus/lime_each/p/1564405684704454655
LEMON,https://www.marketplace.bm/shop/produce/citrus/lemon_each/p/1564405684704454660,https://www.dropit.bm/shop/produce/fresh_fruit/citrus/lemon_each/p/1564405684704454660,https://shop.miles.bm/shop/produce/fresh_fruit/citrus/lemon_each/p/1564405684704454660,https://pronto.bm/product/lemon-each,https://www.harringtonhundreds.bm/shop/produce/citrus/lemon_each/p/1564405684704454660
PINEAPPLE,https://www.marketplace.bm/shop/produce/tropical/pineapple_whole/p/1564405684704454665,https://www.dropit.bm/shop/produce/fresh_fruit/tropical/pineapple_whole/p/1564405684704454665,https://shop.miles.bm/shop/produce/fresh_fruit/tropical/pineapple_whole/p/1564405684704454665,https://pronto.bm/product/pineapple-whole,https://www.harringtonhundreds.bm/shop/produce/tropical/pineapple_whole/p/1564405684704454665
WATERMELON,https://www.marketplace.bm/shop/produce/melons/watermelon_whole/p/1564405684704454670,https://www.dropit.bm/shop/produce/fresh_fruit/melons/watermelon_whole/p/1564405684704454670,https://shop.miles.bm/shop/produce/fresh_fruit/melons/watermelon_whole/p/1564405684704454670,https://pronto.bm/product/watermelon-whole,https://www.harringtonhundreds.bm/shop/produce/melons/watermelon_whole/p/1564405684704454670
CANTALOUPE,https://www.marketplace.bm/shop/produce/melons/cantaloupe_whole/p/1564405684704454675,https://www.dropit.bm/shop/produce/fresh_fruit/melons/cantaloupe_whole/p/1564405684704454675,https://shop.miles.bm/shop/produce/fresh_fruit/melons/cantaloupe_whole/p/1564405684704454675,https://pronto.bm/product/cantaloupe-whole,https://www.harringtonhundreds.bm/shop/produce/melons/cantaloupe_whole/p/1564405684704454675
PEACHES,https://www.marketplace.bm/shop/produce/stone_fruit/peaches_per_lb/p/1564405684704454680,https://www.dropit.bm/shop/produce/fresh_fruit/stone_fruit/peaches_per_lb/p/1564405684704454680,https://shop.miles.bm/shop/produce/fresh_fruit/stone_fruit/peaches_per_lb/p/1564405684704454680,https://pronto.bm/product/peaches-per-lb,https://www.harringtonhundreds.bm/shop/produce/stone_fruit/peaches_per_lb/p/1564405684704454680
PLUMS,https://www.marketplace.bm/shop/produce/stone_fruit/plums_per_lb/p/1564405684704454685,https://www.dropit.bm/shop/produce/fresh_fruit/stone_fruit/plums_per_lb/p/1564405684704454685,https://shop.miles.bm/shop/produce/fresh_fruit/stone_fruit/plums_per_lb/p/1564405684704454685,https://pronto.bm/product/plums-per-lb,https://www.harringtonhundreds.bm/shop/produce/stone_fruit/plums_per_lb/p/1564405684704454685
APRICOTS,https://www.marketplace.bm/shop/produce/stone_fruit/apricots_per_lb/p/1564405684704454690,https://www.dropit.bm/shop/produce/fresh_fruit/stone_fruit/apricots_per_lb/p/1564405684704454690,https://shop.miles.bm/shop/produce/fresh_fruit/stone_fruit/apricots_per_lb/p/1564405684704454690,https://pronto.bm/product/apricots-per-lb,https://www.harringtonhundreds.bm/shop/produce/stone_fruit/apricots_per_lb/p/1564405684704454690
CHERRIES,https://www.marketplace.bm/shop/produce/berries/cherries_per_lb/p/1564405684704454695,https://www.dropit.bm/shop/produce/fresh_fruit/berries_cherries/cherries_per_lb/p/1564405684704454695,https://shop.miles.bm/shop/produce/fresh_fruit/berries_cherries/cherries_per_lb/p/1564405684704454695,https://pronto.bm/product/cherries-per-lb,https://www.harringtonhundreds.bm/shop/produce/berries/cherries_per_lb/p/1564405684704454695
KIWI,https://www.marketplace.bm/shop/produce/tropical/kiwi_each/p/1564405684704454700,https://www.dropit.bm/shop/produce/fresh_fruit/tropical/kiwi_each/p/1564405684704454700,https://shop.miles.bm/shop/produce/fresh_fruit/tropical/kiwi_each/p/1564405684704454700,https://pronto.bm/product/kiwi-each,https://www.harringtonhundreds.bm/shop/produce/tropical/kiwi_each/p/1564405684704454700
MANGO,https://www.marketplace.bm/shop/produce/tropical/mango_each/p/1564405684704454705,https://www.dropit.bm/shop/produce/fresh_fruit/tropical/mango_each/p/1564405684704454705,https://shop.miles.bm/shop/produce/fresh_fruit/tropical/mango_each/p/1564405684704454705,https://pronto.bm/product/mango-each,https://www.harringtonhundreds.bm/shop/produce/tropical/mango_each/p/1564405684704454705
PAPAYA,https://www.marketplace.bm/shop/produce/tropical/papaya_each/p/1564405684704454710,https://www.dropit.bm/shop/produce/fresh_fruit/tropical/papaya_each/p/1564405684704454710,https://shop.miles.bm/shop/produce/fresh_fruit/tropical/papaya_each/p/1564405684704454710,https://pronto.bm/product/papaya-each,https://www.harringtonhundreds.bm/shop/produce/tropical/papaya_each/p/1564405684704454710
COCONUT,https://www.marketplace.bm/shop/produce/tropical/coconut_whole/p/1564405684704454715,https://www.dropit.bm/shop/produce/fresh_fruit/tropical/coconut_whole/p/1564405684704454715,https://shop.miles.bm/shop/produce/fresh_fruit/tropical/coconut_whole/p/1564405684704454715,https://pronto.bm/product/coconut-whole,https://www.harringtonhundreds.bm/shop/produce/tropical/coconut_whole/p/1564405684704454715
GRAPEFRUIT,https://www.marketplace.bm/shop/produce/citrus/grapefruit_each/p/1564405684704454720,https://www.dropit.bm/shop/produce/fresh_fruit/citrus/grapefruit_each/p/1564405684704454720,https://shop.miles.bm/shop/produce/fresh_fruit/citrus/grapefruit_each/p/1564405684704454720,https://pronto.bm/product/grapefruit-each,https://www.harringtonhundreds.bm/shop/produce/citrus/grapefruit_each/p/1564405684704454720
CORN_EARS,https://www.marketplace.bm/shop/produce/corn/corn_ears_4_pack/p/1564405684704454725,https://www.dropit.bm/shop/produce/fresh_vegetables/corn/corn_ears_4_pack/p/1564405684704454725,https://shop.miles.bm/shop/produce/fresh_vegetables/corn/corn_ears_4_pack/p/1564405684704454725,https://pronto.bm/product/corn-ears-4-pack,https://www.harringtonhundreds.bm/shop/produce/corn/corn_ears_4_pack/p/1564405684704454725
SWEET_POTATO,https://www.marketplace.bm/shop/produce/potatoes/sweet_potato_per_lb/p/1564405684704454730,https://www.dropit.bm/shop/produce/fresh_vegetables/potatoes_onions/sweet_potato_per_lb/p/1564405684704454730,https://shop.miles.bm/shop/produce/fresh_vegetables/potatoes_onions/sweet_potato_per_lb/p/1564405684704454730,https://pronto.bm/product/sweet-potato-per-lb,https://www.harringtonhundreds.bm/shop/produce/potatoes/sweet_potato_per_lb/p/1564405684704454730
CAULIFLOWER,https://www.marketplace.bm/shop/produce/vegetables/cauliflower_head/p/1564405684704454735,https://www.dropit.bm/shop/produce/fresh_vegetables/broccoli_cauliflower/cauliflower_head/p/1564405684704454735,https://shop.miles.bm/shop/produce/fresh_vegetables/broccoli_cauliflower/cauliflower_head/p/1564405684704454735,https://pronto.bm/product/cauliflower-head,https://www.harringtonhundreds.bm/shop/produce/vegetables/cauliflower_head/p/1564405684704454735
CABBAGE,https://www.marketplace.bm/shop/produce/vegetables/cabbage_head/p/1564405684704454740,https://www.dropit.bm/shop/produce/fresh_vegetables/cabbage_head/p/1564405684704454740,https://shop.miles.bm/shop/produce/fresh_vegetables/cabbage_head/p/1564405684704454740,https://pronto.bm/product/cabbage-head,https://www.harringtonhundreds.bm/shop/produce/vegetables/cabbage_head/p/1564405684704454740
GREEN_BEANS,https://www.marketplace.bm/shop/produce/vegetables/green_beans_per_lb/p/1564405684704454745,https://www.dropit.bm/shop/produce/fresh_vegetables/green_beans_per_lb/p/1564405684704454745,https://shop.miles.bm/shop/produce/fresh_vegetables/green_beans_per_lb/p/1564405684704454745,https://pronto.bm/product/green-beans-per-lb,https://www.harringtonhundreds.bm/shop/produce/vegetables/green_beans_per_lb/p/1564405684704454745
CELERY,https://www.marketplace.bm/shop/produce/vegetables/celery_bunch/p/1564405684704454750,https://www.dropit.bm/shop/produce/fresh_vegetables/celery_bunch/p/1564405684704454750,https://shop.miles.bm/shop/produce/fresh_vegetables/celery_bunch/p/1564405684704454750,https://pronto.bm/product/celery-bunch,https://www.harringtonhundreds.bm/shop/produce/vegetables/celery_bunch/p/1564405684704454750
RADISHES,https://www.marketplace.bm/shop/produce/vegetables/radishes_bunch/p/1564405684704454755,https://www.dropit.bm/shop/produce/fresh_vegetables/radishes_bunch/p/1564405684704454755,https://shop.miles.bm/shop/produce/fresh_vegetables/radishes_bunch/p/1564405684704454755,https://pronto.bm/product/radishes-bunch,https://www.harringtonhundreds.bm/shop/produce/vegetables/radishes_bunch/p/1564405684704454755
BEETS,https://www.marketplace.bm/shop/produce/vegetables/beets_bunch/p/1564405684704454760,https://www.dropit.bm/shop/produce/fresh_vegetables/carrots_beets/beets_bunch/p/1564405684704454760,https://shop.miles.bm/shop/produce/fresh_vegetables/carrots_beets/beets_bunch/p/1564405684704454760,https://pronto.bm/product/beets-bunch,https://www.harringtonhundreds.bm/shop/produce/vegetables/beets_bunch/p/1564405684704454760
TURNIPS,https://www.marketplace.bm/shop/produce/vegetables/turnips_bunch/p/1564405684704454765,https://www.dropit.bm/shop/produce/fresh_vegetables/turnips_bunch/p/1564405684704454765,https://shop.miles.bm/shop/produce/fresh_vegetables/turnips_bunch/p/1564405684704454765,https://pronto.bm/product/turnips-bunch,https://www.harringtonhundreds.bm/shop/produce/vegetables/turnips_bunch/p/1564405684704454765
SQUASH_BUTTERNUT,https://www.marketplace.bm/shop/produce/squash/butternut_squash_each/p/1564405684704454770,https://www.dropit.bm/shop/produce/fresh_vegetables/squash/butternut_squash_each/p/1564405684704454770,https://shop.miles.bm/shop/produce/fresh_vegetables/squash/butternut_squash_each/p/1564405684704454770,https://pronto.bm/product/butternut-squash-each,https://www.harringtonhundreds.bm/shop/produce/squash/butternut_squash_each/p/1564405684704454770
PUMPKIN,https://www.marketplace.bm/shop/produce/squash/pumpkin_each/p/1564405684704454775,https://www.dropit.bm/shop/produce/fresh_vegetables/squash/pumpkin_each/p/1564405684704454775,https://shop.miles.bm/shop/produce/fresh_vegetables/squash/pumpkin_each/p/1564405684704454775,https://pronto.bm/product/pumpkin-each,https://www.harringtonhundreds.bm/shop/produce/squash/pumpkin_each/p/1564405684704454775