product_name,store,url,price,method,timestamp
LETTUCE ICEBERG,HH,https://www.harringtonhundreds.bm/shop/produce/greens_vegetables/lettuce_iceburg/p/1564405684714598193,4.99,Regex,1752065855.400377
TOMATOES ROMA XL,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/tomatoes/roma_tomatoes/p/12447,6.1,Regex,1752065864.588392
TOMATOES ROMA XL,Pronto,https://pronto.bm/product/tomatoes-plum-roma-1-lb,2.59,Regex,1752065869.7853591
TOMATOES ROMA XL,HH,https://www.harringtonhundreds.bm/shop/produce/tomatoes/roma_tomatoes/p/12447,2.99,Regex,1752065877.150065
EGG LAND'S BEST EGGS GRADE A EXTRA LARGE,HH,https://www.harringtonhundreds.bm/shop/dairy/eggs/eggland_s_best_eggs_extra_large_18_ea/p/147239,8.49,Regex,1752065882.506807
ORANGES NAVEL CA,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/packaged/navel_oranges/p/7787948,4.99,Regex,1752065891.558421
ORANGES NAVEL CA,Pronto,https://pronto.bm/product/navel-orange,2.69,Regex,1752065896.09023
ORANGES NAVEL CA,HH,https://www.harringtonhundreds.bm/shop/produce/citrus/orange_bagged_4_lb/p/1564405684714598162,12.99,Regex,1752065902.657065
POLAND SPRING POLAND SPRING PET 3LT,Drop It,https://www.dropit.bm/shop/pantry/beverages/water/poland_spring_maine_spring_water_101_4_fl_oz_jug/p/43984,5.09,Regex,1752065909.598033
POLAND SPRING POLAND SPRING PET 3LT,Pronto,https://pronto.bm/product/poland-spring-100-natural-water-1014-fl-oz,6.09,Regex,1752065914.7078369
POLAND SPRING POLAND SPRING PET 3LT,HH,https://www.harringtonhundreds.bm/shop/grocery/water/poland_spring_spring_water_100_natural_101_4_fl_oz/p/43984,5.49,Regex,1752065920.94433
NOAH CF BRWN EGG,HH,https://www.harringtonhundreds.bm/shop/dairy/eggs/noah_cf_brwn_egg/p/1564405684703235655,6.19,Regex,1752065927.272594
LUSO WATER 1.5L,Drop It,https://www.dropit.bm/shop/pantry/beverages/water/luso_still_water/p/7392754,2.69,Regex,1752065933.879921
LUSO WATER 1.5L,Pronto,https://pronto.bm/product/luso-natural-spring-water-15-l,2.79,Regex,1752065939.601303
LUSO WATER 1.5L,HH,https://www.harringtonhundreds.bm/shop/grocery/water/luso_water_1_5_l/p/7392754,2.79,Regex,1752065945.256444
TOMATOES ROUNDS 4X5,HH,https://www.harringtonhundreds.bm/shop/produce/tomatoes/tomatoes_rounds_4_x5/p/1564405684714598170,2.99,Regex,1752065950.584983
ROBIN HOOD FLOUR ALL PURPOSE,Drop It,https://www.dropit.bm/shop/pantry/cooking_baking_needs/flour_meals/robin_hood_a_purpose_flour/p/2514226,8.49,Regex,1752065956.990401
ROBIN HOOD FLOUR ALL PURPOSE,Miles,https://shop.miles.bm/shop/pantry/cooking_baking_needs/flour_meals/robin_hood_all_purpose_flour/p/2514226,8.85,Regex,1752065961.876912
ROBIN HOOD FLOUR ALL PURPOSE,Pronto,https://pronto.bm/product/robin-hood-all-purpose-flour-25-kg,8.19,Regex,1752065966.902049
ROBIN HOOD FLOUR ALL PURPOSE,HH,https://www.harringtonhundreds.bm/shop/grocery/flour_prepared_flour/robin_hood_flour_all_purpose/p/2514226,6.99,Regex,1752065972.9753091
CROW LANE SCONES 4PK -RAISIN,Drop It,https://www.dropit.bm/shop/bakery/packaged_sweets_desserts/crow_lane_scones_raisin_4_pk/p/1564405684704428451,7.39,Regex,1752065980.458592
CROW LANE SCONES 4PK -RAISIN,Pronto,https://pronto.bm/product/scones-raisin-4pk-crow-lane,6.75,Regex,1752065987.070121
CROW LANE SCONES 4PK -RAISIN,HH,https://www.harringtonhundreds.bm/shop/grocery/bakery_sweets/crow_lane_scones_4_pk_raisin/p/1564405684704428451,6.75,Regex,1752065993.7623801
TYSON BRD CRSPY CHK STRIP,Drop It,https://www.dropit.bm/shop/meat/chicken/chicken_nuggets_patties_tenders/tyson_chicken_breast_strips_crispy_25_oz/p/12049,14.59,Regex,1752065999.94242
TYSON BRD CRSPY CHK STRIP,Miles,https://shop.miles.bm/shop/frozen_foods/appetizers_snacks/chicken_nuggets_wings/tyson_chicken_breast_strips_crispy_25_oz/p/12049,18.5,Regex,1752066007.579679
TYSON BRD CRSPY CHK STRIP,Pronto,https://pronto.bm/product/tyson-crispy-chicken-breast-strips-25-oz,17.99,Regex,1752066012.190798
TYSON BRD CRSPY CHK STRIP,HH,https://www.harringtonhundreds.bm/shop/meat/frozen_cooked_chicken/tyson_chicken_breast_strips_crispy_25_oz/p/12049,16.99,Regex,1752066019.2664
OM BACON,Drop It,https://www.dropit.bm/shop/meat/bacon/oscar_mayer_bacon_original_16_oz/p/32303,12.29,Regex,1752066024.967686
OM BACON,Miles,https://shop.miles.bm/shop/meat/bacon/sliced/oscar_mayer_naturally_hardwood_smoked_bacon_16_oz_pack_17_19_slices/p/32303,13.95,Regex,1752066032.3251278
OM BACON,Pronto,https://pronto.bm/product/oscar-mayer-bacon-original-16-oz,12.79,Regex,1752066036.912199
OM BACON,HH,https://www.harringtonhundreds.bm/shop/meat/bacon/oscar_mayer_bacon_original_16_oz/p/32303,12.59,Regex,1752066044.252501
KIWI SUNGOLD 1 LB PACK,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/tropical_specialty/zespri_sungold_kiwifruit_1_lb/p/1564405684689184953,10.19,Regex,1752066052.756622
KIWI SUNGOLD 1 LB PACK,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/tropical_specialty/kiwi_sungold_pack/p/1564405684689184953,12.95,Regex,1752066059.87594
KIWI SUNGOLD 1 LB PACK,Pronto,https://pronto.bm/product/zespri-sungold-kiwi-1-lb,13.59,Regex,1752066064.062531
KIWI SUNGOLD 1 LB PACK,HH,https://www.harringtonhundreds.bm/shop/produce/tropical/kiwi_sungold_1_lb_pack/p/1564405684714598282,6.99,Regex,1752066070.985461
EGGLANDS BEST EB CF LG BRW EGG 18PK,HH,https://www.harringtonhundreds.bm/shop/dairy/eggs/eggland_s_best_cage_free_brown_large_eggs_18_ea/p/2547273,8.99,Regex,1752066076.6826901
FRESH ATTITUDE FA SALAD SPINACH,Drop It,https://www.dropit.bm/shop/produce/lettuce_salads/salad_mixes/fresh_express_baby_spinach_5_oz/p/38789,7.69,Regex,1752066082.295935
FRESH ATTITUDE FA SALAD SPINACH,Miles,https://shop.miles.bm/shop/fresh_attitude_baby_spinach_prewashed_5_oz/p/59973,10.25,Regex,1752066087.0054321
FRESH ATTITUDE FA SALAD SPINACH,Pronto,https://pronto.bm/product/fresh-attitude-baby-spinach-5-oz-large,7.69,Regex,1752066092.682302
PEPPERS GREEN XL,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/peppers_bell_green/p/7177921,6.89,Regex,1752066099.58356
PEPPERS GREEN XL,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/peppers/green_peppers/p/1491,3.75,Regex,1752066108.214303
PEPPERS GREEN XL,Pronto,https://pronto.bm/product/bell-pepper-green-035-lb,1.95,Regex,1752066114.963424
PEPPERS GREEN XL,HH,https://www.harringtonhundreds.bm/shop/produce/greens_vegetables/peppers_green_local/p/1564405684714598195,2.49,Regex,1752066124.050134
BARRITTS GINGER BEER,Drop It,https://www.dropit.bm/shop/pantry/beverages/soft_drinks/barritts_ginger_beer/p/1564405684704421278,8.39,Regex,1752066129.542975
BARRITTS GINGER BEER,Pronto,https://pronto.bm/product/barritts-ginger-beer-2-l,8.65,Regex,1752066135.609439
BARRITTS GINGER BEER,HH,https://www.harringtonhundreds.bm/shop/grocery/soda/barritts_ginger_beer/p/1564405684704421278,7.39,Regex,1752066143.499939
ASPRAGUS GRN,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/asparagus_artichokes/asparagus/p/223802,6.59,Regex,1752066150.612941
ASPRAGUS GRN,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/asparagus_artichokes/green_asparagus_small/p/2278421,11.45,Regex,1752066158.301207
ASPRAGUS GRN,Pronto,https://pronto.bm/product/asparagus-1-lb,8.99,Regex,1752066164.0311968
ASPRAGUS GRN,HH,https://www.harringtonhundreds.bm/shop/produce/greens_vegetables/aspragus_grn/p/1564405684714598151,7.99,Regex,1752066176.1197271
INDIANA KITCHEN BACON,Drop It,https://www.dropit.bm/shop/meat/bacon/indiana_kitchen_bacon_natural_hardwood_smoked_16_oz/p/2236367,9.29,Regex,1752066183.0461152
INDIANA KITCHEN BACON,Pronto,https://pronto.bm/product/indiana-kitchen-premium-bacon-gluten-free-hardwood-smoked-16-oz-1-lb,8.99,Regex,1752066188.3651211
BERMUDA'S BEST PAPER TOWEL WHITE SINGLE ROLL,Drop It,https://www.dropit.bm/shop/pantry/household/paper_plastic/paper_towels/bermuda_s_best_paper_towels_single/p/1564405684712491149,3.09,Regex,1752066197.257805
BERMUDA'S BEST PAPER TOWEL WHITE SINGLE ROLL,Pronto,https://pronto.bm/product/bermudas-best-paper-towels1-ct,2.95,Regex,1752066203.38255
COCACOLA COKE 6PK 12OZ CAN,Drop It,https://www.dropit.bm/shop/pantry/beverages/soft_drinks/cola/coca_cola_soda_soft_drink_6_pk/p/2367576,13.99,Regex,1752066208.8627388
COCACOLA COKE 6PK 12OZ CAN,Miles,https://shop.miles.bm/shop/pantry/beverages/soft_drinks/cola/coca_cola_12oz/p/2367576,2.5,Regex,1752066214.172715
COCACOLA COKE 6PK 12OZ CAN,Pronto,https://pronto.bm/product/coca-cola-coke-classic-6-pk-12-oz,12.23,Regex,1752066220.557982
COCACOLA COKE 6PK 12OZ CAN,HH,https://www.harringtonhundreds.bm/shop/grocery/soda/coca_cola_soda_soft_drink/p/2367576,12.19,Regex,1752066228.5490031
BOUNTY SAS WHITE PAPER TOWEL DOUBLE,Drop It,https://www.dropit.bm/shop/pantry/household/paper_plastic/paper_towels/bounty_select_a_size_paper_towels_1_double_roll/p/1564405684713399160,5.09,Regex,1752066234.520576
BOUNTY SAS WHITE PAPER TOWEL DOUBLE,Pronto,https://pronto.bm/product/bounty-sas-white-82ct-1-roll,4.89,Regex,1752066238.959589
BOUNTY SAS WHITE PAPER TOWEL DOUBLE,HH,https://www.harringtonhundreds.bm/shop/grocery/paper_towels/bounty_sas_white_paper_towel_double/p/1564405684713399160,5.79,Regex,1752066245.96772
NEW MOON MUSHROOM WHITE WHOLE,Drop It,https://www.dropit.bm/shop/produce/herbs_mushrooms/mushrooms/new_moon_crimini_mushrooms/p/1564405684707118626,4.39,Regex,1752066252.502183
NEW MOON MUSHROOM WHITE WHOLE,Miles,https://shop.miles.bm/shop/produce/herbs_mushrooms/mushrooms_cello_whole/p/1564405684704726786,4.95,Regex,1752066259.138936
NEW MOON MUSHROOM WHITE WHOLE,Pronto,https://pronto.bm/product/mushrooms-whole-white-new-moon-cello-8-oz,4.69,Regex,1752066265.727365
OM TURKEY BACON,Drop It,https://www.dropit.bm/shop/meat/bacon/turkey/oscar_mayer_turkey_bacon_original_12_oz/p/39809,7.89,Regex,1752066272.2897
OM TURKEY BACON,Pronto,https://pronto.bm/product/oscar-mayer-bacon-turkey-original-12-oz,8.25,Regex,1752066277.167286
OM TURKEY BACON,HH,https://www.harringtonhundreds.bm/shop/meat/bacon/oscar_mayer_turkey_bacon_original_12_oz/p/39809,8.49,Regex,1752066283.6595159
RENOVA PAPER TOWEL WHITE SINGLE ROLL,Drop It,https://www.dropit.bm/shop/renova_paper_towel_white/p/1564405684710124109,5.09,Regex,1752066290.635396
RENOVA PAPER TOWEL WHITE SINGLE ROLL,Pronto,https://pronto.bm/product/renova-paper-towels-white-120-ct,4.89,Regex,1752066296.005141
RENOVA PAPER TOWEL WHITE SINGLE ROLL,HH,https://www.harringtonhundreds.bm/shop/grocery/paper_towels/renova_paper_towel_white_single_roll/p/1564405684710124109,4.99,Regex,1752066303.665088
SCOTT 4RL 1000 BATH TISSUE,Drop It,https://www.dropit.bm/shop/pantry/household/paper_plastic/toilet_paper/scott_bathroom_tissue_unscented_1_ply_4_ea/p/35342,8.19,Regex,1752066309.7744699
SCOTT 4RL 1000 BATH TISSUE,Miles,https://shop.miles.bm/shop/pantry/household/paper_plastic/toilet_paper/scott_1000_toilet_paper_4_rolls_septic_safe_1_ply_toilet_tissue/p/35342,8.5,Regex,1752066316.879025
SCOTT 4RL 1000 BATH TISSUE,Pronto,https://pronto.bm/product/scott-bathroom-tissue-1000-sheets-per-roll-4-ct,8.25,Regex,1752066321.465431
SCOTT 4RL 1000 BATH TISSUE,HH,https://www.harringtonhundreds.bm/shop/grocery/toilet_tissue/scott_bathroom_tissue_unscented_1_ply_4_ea/p/35342,7.99,Regex,1752066329.014837
BDA BEST CODFISH,Drop It,https://www.dropit.bm/shop/seafood/bermuda_s_best_codfish/p/1564405684704429931,9.49,Regex,1752066339.287436
BDA BEST CODFISH,Pronto,https://pronto.bm/product/bermudas-best-premium-boneless-salted-codfish-400-g,8.39,Regex,1752066345.2231328
BDA BEST CODFISH,HH,https://www.harringtonhundreds.bm/shop/meat/fish_salted/bda_best_codfish/p/1564405684704429931,9.49,Regex,1752066353.063801
CORONA EXTRA BEER BOTTLES,Drop It,https://www.dropit.bm/shop/beer_wine_spirits/beer/lagers/corona_bottles_6_pk/p/1564405684715572411,19.89,Regex,1752066359.870167
CORONA EXTRA BEER BOTTLES,Miles,https://shop.miles.bm/shop/beer_wine_spirits/beer/corona_extra/p/1564405684715572411,17.95,Regex,1752066365.163124
CORONA EXTRA BEER BOTTLES,Pronto,https://pronto.bm/product/corona-extra-beer-6-pk-330ml,18.49,Regex,1752066369.257012
CORONA EXTRA BEER BOTTLES,HH,https://www.harringtonhundreds.bm/shop/liquor/beer/corona_extra_beer_bottles/p/1564405684715572411,17.79,Regex,1752066378.9921222
PEAR BARTTLE,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/pears/pear_bartlett_green/p/1564405684689270555,2.49,Regex,1752066386.947006
PEAR BARTTLE,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/pears/bartlett_pears/p/12487,1.75,Regex,1752066393.758689
PEAR BARTTLE,HH,https://www.harringtonhundreds.bm/shop/produce/pears/pear_bartlett/p/1564405684714598215,1.39,Regex,1752066399.679533
KH ORIG SWTROLL 12PK,Drop It,https://www.dropit.bm/shop/bakery/breads_from_the_aisle/sweet_bread/king_s_hawaiian_rolls_hawaiian_sweet_original_12_ea/p/3245,8.49,Regex,1752066407.123671
KH ORIG SWTROLL 12PK,Miles,https://shop.miles.bm/shop/frozen_foods/king_s_hawaiian_rolls_hawaiian_sweet_original_12_ea/p/3245,8.5,Regex,1752066413.851093
KH ORIG SWTROLL 12PK,Pronto,https://pronto.bm/product/kings-hawaiian-original-sweet-rolls-12-ct-12-oz,7.95,Regex,1752066420.656545
KH ORIG SWTROLL 12PK,HH,https://www.harringtonhundreds.bm/shop/bakery/rolls_buns_pre_packaged/king_s_hawaiian_rolls_hawaiian_sweet_original_12_ea/p/3245,7.99,Regex,1752066427.7693708
LE BLEU WATER,Drop It,https://www.dropit.bm/shop/pantry/beverages/water/le_bleu_water_ultra_pure_50_7_oz/p/2201893,4.49,Regex,1752066439.4718652
LE BLEU WATER,Pronto,https://pronto.bm/product/le-bleu-ultra-pure-water-15-l,4.69,Regex,1752066444.639275
LE BLEU WATER,HH,https://www.harringtonhundreds.bm/shop/grocery/water/le_bleu_water_ultra_pure_50_7_oz/p/2201893,4.29,Regex,1752066450.5177941
WINDY BANK JUMBO EGGS,Drop It,https://www.dropit.bm/shop/windy_bank_jumbo_eggs/p/1764405684714786866,9.49,Regex,1752066457.952606
WINDY BANK JUMBO EGGS,HH,https://www.harringtonhundreds.bm/shop/dairy/eggs/windy_bank_jumbo_eggs/p/1564405684714792413,8.49,Regex,1752066464.8988109
RUFFLES POTATO CHIPS REGILAR,Drop It,https://www.dropit.bm/shop/pantry/snacks_chips_dips/chips_crisps_pretzels/potato/ruffles_potato_chips_original_6_5_oz/p/8148021,6.49,Regex,1752066471.824756
RUFFLES POTATO CHIPS REGILAR,Miles,https://shop.miles.bm/shop/pantry/snacks_chips_dips/chips_crisps_pretzels/potato/ruffles_potato_chips_original_6_5_oz/p/8148021,6.75,Regex,1752066477.583887
RUFFLES POTATO CHIPS REGILAR,Pronto,https://pronto.bm/product/ruffles-original-potato-chips-65-oz,6.75,Regex,1752066483.296138
RUFFLES POTATO CHIPS REGILAR,HH,https://www.harringtonhundreds.bm/shop/grocery/chips_snacks/ruffles_potato_chips_original_6_5_oz/p/8148021,5.69,Regex,1752066491.01424
EGGLANDS BEST EB ORG EGGS LRG BROWN,HH,https://www.harringtonhundreds.bm/shop/dairy/eggs/eggland_s_best_brown_organic_large_eggs_18_ea/p/1564405684704689989,10.99,Regex,1752066496.6029289
LACTAID HOMOGENIZED 100,Drop It,https://www.dropit.bm/shop/dairy/milk_cream/milk/lactose_free/lactaid_whole_milk_64_oz/p/29363,9.49,Regex,1752066503.2462778
LACTAID HOMOGENIZED 100,Miles,https://shop.miles.bm/shop/dairy/milk_cream/milk/lactose_free/lactaid_whole_milk_64_oz/p/29363,9.6,Regex,1752066510.387737
LACTAID HOMOGENIZED 100,Pronto,https://pronto.bm/product/hood-lactaid-100-lactose-free-whole-milk-52-oz,9.05,Regex,1752066517.315742
LACTAID HOMOGENIZED 100,HH,https://www.harringtonhundreds.bm/shop/dairy/milk_substitutes/lactaid_whole_milk_64_oz/p/29363,8.49,Regex,1752066524.763432
TYSON IQF BNLS/SKLS THIGH,Drop It,https://www.dropit.bm/shop/meat/chicken/chicken_legs_thighs_wings/tyson_boneless_skinless_chicken_thighs_2_5_lb_frozen/p/3129212,15.19,Regex,1752066531.827313
TYSON IQF BNLS/SKLS THIGH,Pronto,https://pronto.bm/product/tyson-chicken-thighs-40-oz,11.09,Regex,1752066537.249047
TYSON IQF BNLS/SKLS THIGH,HH,https://www.harringtonhundreds.bm/shop/meat/frozen_poultry/tyson_tyson_boneless_skinless_chicken_thighs_2_5_lb_frozen_40_oz/p/3129212,14.59,Regex,1752066542.8025112
ESSENTIA ESSENTIA WATER,Drop It,https://www.dropit.bm/shop/pantry/beverages/water/essentia_purified_water_50_7_oz/p/2439301,3.79,Regex,1752066549.1072981
ESSENTIA ESSENTIA WATER,Pronto,https://pronto.bm/product/essentia-alkaline-water-15-l,3.95,Regex,1752066554.033602
ESSENTIA ESSENTIA WATER,HH,https://www.harringtonhundreds.bm/shop/grocery/water/essentia_purified_water_50_7_oz/p/2439301,3.39,Regex,1752066561.1361868
DUNKLEYS FRESH MILK 1PT,Drop It,https://www.dropit.bm/shop/dairy/milk_cream/milk/dunkleys_milk_fresh_pints/p/1564405684704421331,2.79,Regex,1752066567.5842812
DUNKLEYS FRESH MILK 1PT,Miles,https://shop.miles.bm/shop/dairy/milk_cream/milk/dunkley_s_homogenized_milk/p/1564405684704421331,2.5,Regex,1752066573.2399201
DUNKLEYS FRESH MILK 1PT,Pronto,https://pronto.bm/product/dunkleys-dairy-fresh-milk-16-oz,2.55,Regex,1752066577.989079
DUNKLEYS FRESH MILK 1PT,HH,https://www.harringtonhundreds.bm/shop/dairy/milk_milk_products/dunkleys_dunkley_s_fresh_milk_1_pt/p/1564405684704421331,2.39,Regex,1752066584.3410711
BRD 9 GRN SEED LOAF,Drop It,https://www.dropit.bm/shop/frozen_foods/bread_dough/food_for_life_bread_sprouted_grain_seed_24_oz/p/42050,13.49,Regex,1752066595.954131
BRD 9 GRN SEED LOAF,HH,https://www.harringtonhundreds.bm/shop/bakery/bread_prepackaged/wholesome_harvest_bread_9_grain_seed_24_oz/p/1564405684703784667,10.29,Regex,1752066603.12111
GLAM POP POPCORN YEAST,Drop It,https://www.dropit.bm/shop/pantry/snacks_chips_dips/popcorn/popped/glam_pop_yeast_popcorn/p/1564405684704538941,5.19,Regex,1752066608.220532
GLAM POP POPCORN YEAST,Pronto,https://pronto.bm/product/glam-pop-yeast-popcorn-90-g,4.99,Regex,1752066613.0415869
GLAM POP POPCORN YEAST,HH,https://www.harringtonhundreds.bm/shop/grocery/chips_snacks/glam_pop_popcorn_yeast/p/1564405684704538941,4.79,Regex,1752066620.6705768
CADBURY DAIRY MILK,Drop It,https://www.dropit.bm/shop/pantry/snacks_chips_dips/packaged_candy/chocolate/cadbury_dairy_milk/p/4751976,3.09,Regex,1752066627.197812
CADBURY DAIRY MILK,Miles,https://shop.miles.bm/shop/pantry/snacks_chips_dips/packaged_candy/chocolate/cadbury_dairy_milk_whole_nut/p/6409424,3.0,Regex,1752066633.519732
CADBURY DAIRY MILK,Pronto,https://pronto.bm/product/cadbury-dairy-milk-45-g,1.77,Regex,1752066638.3620749
CADBURY DAIRY MILK,HH,https://www.harringtonhundreds.bm/shop/grocery/front_end_candy/cadbury_dairy_milk/p/4751976,2.99,Regex,1752066646.760427
LIBBY'S CHICKEN VIENNA SAUSAGE,Drop It,https://www.dropit.bm/shop/pantry/canned_goods_soups_broths/canned_meat/libby_s_chicken_vienna_sausage_in_chicken_broth_4_6_oz/p/26720,1.39,Regex,1752066652.527383
LIBBY'S CHICKEN VIENNA SAUSAGE,Pronto,https://pronto.bm/product/libbys-chicken-vienna-sausages-46-oz,1.65,Regex,1752066657.1793458
LIBBY'S CHICKEN VIENNA SAUSAGE,HH,https://www.harringtonhundreds.bm/shop/grocery/meats_canned/libby_s_chicken_vienna_sausage_in_chicken_broth_4_6_oz/p/26720,1.59,Regex,1752066662.511168
PEPPERIDGE FARM OATMEAL FARMHOUSE,Drop It,https://www.dropit.bm/shop/bakery/breads_from_the_aisle/pepperidge_farm_farmhouse_homestyle_oat_bread_24_oz_loaf/p/15419,8.59,Regex,1752066667.917112
PEPPERIDGE FARM OATMEAL FARMHOUSE,Miles,https://shop.miles.bm/shop/bakery/breads_from_the_aisle/pepperidge_farm_homestyle_oat_bread_24_000_oz/p/15419,8.6,Regex,1752066675.073066
PEPPERIDGE FARM OATMEAL FARMHOUSE,Pronto,https://pronto.bm/product/pepperidge-farm-farmhouse-homestyle-oat-bread-24-oz,7.89,Regex,1752066680.703697
PEPPERIDGE FARM OATMEAL FARMHOUSE,HH,https://www.harringtonhundreds.bm/shop/grocery/bread_rolls/pepperidge_farm_farmhouse_homestyle_oat_bread_24_oz_loaf/p/15419,7.89,Regex,1752066686.651716
